date,initial_plan_kwh,executed_adjusted_kwh,emergency_kwh,actual_grid_energy_kwh,plan_cost,adjustment_cost,emergency_cost,total_cost,up_adjust_kwh,down_adjust_kwh
2025-02-01,88119.34509089505,84859.4635102308,0.0,84859.4635102308,57195.55700210562,-970.9108976632942,0.0,56224.64610444233,365.9054484166676,3625.787029080934
2025-02-02,93028.6246420439,90635.93465600326,13.789651388888615,90649.72430739214,58839.060400709204,-790.4533593078461,85.85586733194285,58134.4629087333,10.529212500000085,2403.2191985406403
2025-02-03,95577.53221666666,90820.03911766119,145.0575666666663,90965.09668432786,60558.444441050415,-1702.5046675236167,662.632126316665,59518.57189984347,0.0,4757.493099005482
2025-02-04,97688.50120833333,93310.4366159465,74.05790972222232,93384.49452566872,62482.35854711139,-1645.6934246868423,245.02853587638913,61081.69365830094,0.0,4378.064592386833
2025-02-05,92788.15158477366,91991.95646815843,23.015093055555383,92014.97156121398,58875.31532150251,-206.51790249834195,106.45277440972183,58775.250193413885,163.77588677983914,959.9710033950644
2025-02-06,98234.56463472222,91735.57690343054,19.80902916666605,91755.3859325972,62695.27143961862,-2451.7770215791506,105.75077096249674,60349.245189001966,0.0,6498.987731291664
2025-02-07,94474.5442013203,89901.90520296639,0.0,89901.90520296639,60119.248691742076,-1626.4567361442014,0.0,58492.79195559787,53.46306111111119,4626.10205946502
2025-02-08,86053.73136680367,87124.67730954441,0.0,87124.67730954441,53787.067046554046,1191.6229269443818,0.0,54978.689973498425,1084.1481566296345,13.202213888888991
2025-02-09,93438.11954583332,92386.13786701114,11.187437499999874,92397.32530451115,59142.627602440276,-385.3278125346384,54.49400806249938,58811.79379796814,8.91313318055552,1060.8948120027458
2025-02-10,88797.01672916667,84508.2007114676,151.4405708333329,84659.64128230093,55779.44379949264,-137.81221030209372,508.281990461109,56149.91357965166,1944.6964523148172,6233.512470013889
2025-02-11,89709.45243739712,85449.62726083677,26.767397222222364,85476.394658059,56788.813061771376,-1650.290985750881,80.08914917152887,55218.61122519203,0.0,4259.825176560355
2025-02-12,89798.25652916667,85333.01566718108,28.647269444444646,85361.66293662552,56577.33935887,-1566.614696357432,155.23457065555658,55165.95923316813,0.0,4465.240861985592
2025-02-13,84413.83668112141,81527.66563798473,66.78221527777774,81594.4478532625,52476.753799738784,-759.7272421576092,326.5592478062498,52043.58580538742,286.45314654165986,3172.624189678322
2025-02-14,86991.25089624485,85736.54160952126,0.0,85736.54160952126,54265.70464703727,-21.70960378170753,0.0,54243.99504325556,495.0159926097428,1749.725279333333
2025-02-15,88422.08587558298,83805.73945798867,0.0,83805.73945798867,55138.20110624938,-1513.3648817186433,0.0,53624.836224530736,44.37350541666558,4660.719923010975
2025-02-16,89879.89245833334,83801.02527916667,268.1847055555547,84069.20998472223,56428.057626723064,-2147.470957667846,1012.2823372569407,55292.86900631216,0.0,6078.867179166664
2025-02-17,88991.23042054183,80961.84875841906,157.91494444444356,81119.7637028635,55375.26212020045,-2567.1104138075425,696.7107300124959,53504.862436405405,68.62953600000014,8098.011198122775
