date,initial_plan_kwh,executed_grid_kwh,emergency_kwh,total_grid_kwh,plan_cost,adjustment_cost,emergency_cost,total_cost,charge_kwh,discharge_kwh,battery_throughput_kwh,up_adjust_kwh,down_adjust_kwh,emergency_day,price_mean,price_min,price_max,price_range,price_std
2025-02-01,58931.906090413686,58931.906090413686,0.0,58931.906090413686,32726.480395622657,0.0,0.0,32726.480395622657,14926.045777609557,12090.09707986374,27016.1428574733,0.0,0.0,0,0.7661972222222223,0.3713,1.3952,1.0239,0.3132920983382326
2025-02-02,89752.52316557174,89752.52316557174,86.43146869573832,89838.95463426747,56296.5410963463,0.0,444.0349955808515,56740.57609192715,22447.196796013945,18182.229404771297,40629.42620078524,0.0,0.0,1,0.7661972222222223,0.3713,1.3952,1.0239,0.3132920983382326
2025-02-03,88749.95468274862,88749.95468274862,275.37626083592227,89025.33094358454,55725.70032240185,0.0,936.4354427235871,56662.13576512544,22506.84288310912,18230.542735318388,40737.38561842751,0.0,0.0,1,0.7661972222222223,0.3713,1.3952,1.0239,0.3132920983382326
2025-02-04,90216.28087174258,90216.28087174258,927.0543959248939,91143.33526766747,56787.85441383616,0.0,3242.2004247045907,60030.05483854075,23315.484549341592,18885.54248496669,42201.02703430828,0.0,0.0,1,0.7661972222222223,0.3713,1.3952,1.0239,0.3132920983382326
2025-02-05,90405.87161722135,90405.87161722135,227.63047802653352,90633.50209524788,57095.61442973277,0.0,564.0962118634891,57659.71064159626,23157.636314949388,18757.685415109,41915.32173005839,0.0,0.0,1,0.7661972222222223,0.3713,1.3952,1.0239,0.3132920983382326
2025-02-06,91096.28094245067,91096.28094245067,58.714600120317755,91154.99554257099,57700.61877021512,0.0,157.95228040124695,57858.57105061637,22199.717910189225,17981.771507253274,40181.4894174425,0.0,0.0,1,0.7661972222222223,0.3713,1.3952,1.0239,0.3132920983382326
2025-02-07,58734.02194745204,58734.02194745204,0.0,58734.02194745204,32815.58805657136,0.0,0.0,32815.58805657136,15205.169409363894,12316.187221584758,27521.356630948652,0.0,0.0,0,0.7661972222222223,0.3713,1.3952,1.0239,0.3132920983382326
2025-02-08,53921.78011157058,53921.78011157058,0.0,53921.78011157058,29556.9438537607,0.0,0.0,29556.9438537607,15558.788434482352,12602.618631930703,28161.407066413056,0.0,0.0,0,0.7661972222222223,0.3713,1.3952,1.0239,0.3132920983382326
2025-02-09,83900.50325616598,83900.50325616598,1476.212917358048,85376.71617352402,52176.207091578646,0.0,4524.176935647638,56700.38402722628,24277.024526748966,19664.389866666665,43941.41439341563,0.0,0.0,1,0.7661972222222223,0.3713,1.3952,1.0239,0.3132920983382326
2025-02-10,86356.27555517544,86356.27555517544,167.11169957227435,86523.38725474771,53991.57483790802,0.0,561.9167544766538,54553.49159238467,20793.618914658196,16842.831320873134,37636.45023553133,0.0,0.0,1,0.7661972222222223,0.3713,1.3952,1.0239,0.3132920983382326
