date,planned_grid_total,emergency_total,total_grid_purchase,planned_cost,emergency_cost,total_cost
2025-02-01,95193.63993333331,0.0,95193.63993333331,51392.834158955,0.0,51392.834158955
2025-02-02,98438.11876666665,11.659166666666692,98449.77793333332,68959.06751322666,74.13060875000018,69033.19812197666
2025-02-03,93802.18090493826,15.482799999999997,93817.66370493826,67861.97016241684,38.90847079999999,67900.87863321684
2025-02-04,93268.92519074073,70.90808333333337,93339.83327407406,67644.99141012371,237.68117220833352,67882.67258233204
2025-02-05,99015.21831666667,7.671133333333273,99022.88945,70050.13878039,31.405484541666624,70081.54426493167
2025-02-06,96910.60371666666,8.250066666666385,96918.85378333332,68677.46147050665,46.89447456666532,68724.35594507332
2025-02-07,91996.99287160493,0.0,91996.99287160493,48675.47096555253,0.0,48675.47096555253
2025-02-08,95450.85286666665,0.0,95450.85286666665,49973.79057981666,0.0,49973.79057981666
2025-02-09,94619.91541666666,79.36373333333341,94699.27914999999,66860.892132535,312.9689581833335,67173.86109071833
2025-02-10,92758.45313127572,18.441833333333307,92776.89496460905,64121.049230975055,88.25043824999982,64209.29966922505
2025-02-11,94494.06728991769,3.1183333333333394,94497.18562325102,65431.575734132195,14.484658333333362,65446.06039246553
2025-02-12,91948.96086666666,21.02095000000031,91969.98181666667,64122.86492700666,115.3908499833349,64238.255776989994
2025-02-13,93795.16287345678,35.784116666666705,93830.94699012344,63787.073751820426,177.2851998916671,63964.35895171209
2025-02-14,93196.38814979423,0.0,93196.38814979423,48149.38822807481,0.0,48149.38822807481
2025-02-15,90809.98101666666,0.0,90809.98101666666,47835.795819186664,0.0,47835.795819186664
2025-02-16,92892.85577078188,66.3508499999997,92959.20662078189,63947.36442446125,345.7543161333311,64293.11874059458
2025-02-17,92084.50448209877,97.19138333333319,92181.6958654321,62721.649742877715,499.50279768333155,63221.152540561045
2025-02-18,87969.82753004115,27.150666666666666,87996.97819670782,60343.06470564411,173.17330716666666,60516.238012810776
2025-02-19,90277.9196084362,185.4563500000006,90463.37595843621,61023.89557772806,762.4610025000036,61786.35658022806
2025-02-20,92969.17166666666,133.30206666666675,93102.47373333333,62633.895583545,661.9213671666671,63295.81695071167
2025-02-21,85566.69819897118,0.0,85566.69819897118,43729.79706353471,0.0,43729.79706353471
2025-02-22,89672.8310090535,0.0,89672.8310090535,45738.80228513736,0.0,45738.80228513736
2025-02-23,88242.14861810699,121.26956666666695,88363.41818477366,59287.39163418325,425.0994337916667,59712.491067974915
2025-02-24,86292.56805,170.39568333333375,86462.96373333334,57893.90321365833,866.3855697583349,58760.28878341666
2025-02-25,87130.28402942386,155.41629999999998,87285.70032942385,57318.006470535816,624.6927147999994,57942.69918533581
2025-02-26,86538.93427530864,77.3705666666666,86616.3048419753,57936.927899046845,305.6989994749994,58242.62689852184
2025-02-27,86508.8666,88.19023333333314,86597.05683333332,56088.948094463325,520.7188180499992,56609.66691251333
2025-02-28,83659.50713580247,0.0,83659.50713580247,41705.64886397265,0.0,41705.64886397265
2025-03-01,80985.84049999999,0.0,80985.84049999999,40414.72371760841,0.0,40414.72371760841
2025-03-02,86466.47124567901,1583.2089499999997,88049.68019567902,56454.763272819386,7300.996707391664,63755.75998021105
2025-03-03,83825.64847078189,567.597283333333,84393.24575411523,54820.168281661114,2727.9115760583313,57548.079857719444
2025-03-04,82777.07642283951,219.95293333333342,82997.02935617285,54445.15159801259,773.2841377833333,55218.43573579592
2025-03-05,81393.78301666665,142.22481666666727,81536.00783333332,52956.93631236666,726.5882601250031,53683.52457249167
2025-03-06,83086.25581584361,200.52591666666706,83286.78173251028,53504.46463665909,826.3124871833352,54330.777123842425
2025-03-07,82240.48626913578,0.0,82240.48626913578,39187.494774532606,0.0,39187.494774532606
2025-03-08,78888.82585781893,0.0,78888.82585781893,37681.18076255895,0.0,37681.18076255895
2025-03-09,81398.6488601111,132.72738333333325,81531.37624344444,51199.08679698572,738.593828183333,51937.68062516905
2025-03-10,77133.67734190123,1030.0104333333338,78163.68777523456,51017.98198982189,3350.9624799833337,54368.944469805225
2025-03-11,80851.30124300413,148.82439999999974,81000.12564300412,51452.191769366684,502.9458844916659,51955.13765385835
2025-03-12,77600.86187407408,240.20330000000058,77841.06517407407,49362.38908169296,813.2613029416698,50175.65038463463
2025-03-13,78285.26798183333,1356.4952000000003,79641.76318183333,50455.86415131063,5422.774440391668,55878.63859170229
2025-03-14,79677.52431213991,0.0,79677.52431213991,36358.525020534405,0.0,36358.525020534405
2025-03-15,76333.69250246912,6.603333333333353,76340.29583580245,36676.91541514636,16.01308333333338,36692.92849847969
2025-03-16,76795.15279567901,116.64334999999971,76911.796145679,48676.118511603076,474.7013288249987,49150.81984042808
