date,initial_plan_kwh,executed_adjusted_kwh,emergency_kwh,actual_grid_energy_kwh,plan_cost,adjustment_cost,emergency_cost,total_cost,up_adjust_kwh,down_adjust_kwh
2025-02-01,88313.7831361111,84966.94626654664,0.0,84966.94626654664,47986.79201350166,-857.925918530605,0.0,47128.866094971054,358.54887361111105,3705.385743175585
2025-02-02,92790.35064053498,90389.86632178293,13.547216666666372,90403.4135384496,64939.15578061807,-1002.9982162868173,85.91360440833157,64022.07116873958,7.174727777777889,2407.659046529833
2025-02-03,95079.66263045267,90488.45327281945,147.55984444444405,90636.0131172639,68002.49923373725,-2050.504966647063,792.6510444409703,66744.64531153116,0.0,4591.20935763323
2025-02-04,97729.71052638888,93601.93461292866,74.05790972222232,93675.99252265088,70383.6049631486,-1839.9500135025387,253.5002340437505,68797.1551836898,0.0,4127.775913460218
2025-02-05,93142.44909315844,92433.9215579904,19.038234722222228,92452.95979271262,66128.79160620164,-231.80868879176967,98.65372676666698,65995.63664417654,101.98953611111136,810.5170712791562
2025-02-06,97926.36490570987,91659.54892237655,19.80902916666605,91679.3579515432,70503.02525064108,-2900.6059938376375,109.64879955833007,67712.06805636176,0.0,6266.81598333333
2025-02-07,94957.76118583196,90422.72160313305,0.0,90422.72160313305,49434.54695333132,-1247.9229269573163,0.0,48186.624026374004,100.94902638888877,4635.9886090877935
2025-02-08,86131.08636893003,87295.87932038837,0.0,87295.87932038837,44266.72016059985,1115.7892463425285,0.0,45382.50940694238,1173.9056222916643,9.112670833333368
2025-02-09,93333.15958400206,92334.63773904476,11.187437499999874,92345.82517654476,65963.56266077854,-434.47617278473336,61.9392477187493,65591.02573571255,9.968840125000725,1008.4906850823077
2025-02-10,88507.17747522291,84412.47877797994,155.49403749999954,84567.97281547994,60120.76008084666,-225.3193949231295,615.790842286803,60511.23152821034,1736.8416917181075,5831.540388961075
2025-02-11,89667.92699874827,85028.2847007373,22.432354166666777,85050.71705490397,61908.83145966576,-1992.7902525299044,102.93781634791762,60018.97902348377,0.0,4639.6422980109755
2025-02-12,89747.5479625,85338.97240277778,29.980573902779156,85368.95297668056,61347.54070758347,-1809.2548641823585,164.7833506590769,59703.06919406018,0.0,4408.575559722217
2025-02-13,84774.25328629972,81758.97496231139,58.441540277777676,81817.41650258917,56341.69473217259,-955.1925942849324,292.65367537083284,55679.15581325849,241.3852097565084,3256.6635337448492
2025-02-14,87115.06122122376,85968.28890116375,0.0,85968.28890116375,44396.028238399136,22.406958674503713,0.0,44418.43519707364,599.5690103566562,1746.3413304166659
2025-02-15,88552.4455344136,83476.90072352537,0.0,83476.90072352537,45428.35074986556,-1361.228367120356,0.0,44067.122382745205,39.41319166666665,5114.958002554869
2025-02-16,90143.48963791152,84225.28151394032,264.7813722222215,84490.06288616254,61707.35490345756,-2486.2708316679914,1148.193376021524,60369.277447811095,0.0,5918.208123971188
2025-02-17,88905.10395754458,81122.70495430709,160.89679444444377,81283.60174875153,60193.96948733996,-3009.921884295124,715.4123122215246,57899.45991526636,59.559115541666756,7841.958118779153
2025-02-18,79921.11254700721,81199.22897017386,352.1846236111102,81551.41359378498,52732.22841181572,1267.931825571945,1705.9899608715225,55706.15019825919,1278.1164231666628,0.0
2025-02-19,80695.44784765088,81054.40842681755,375.32385972222187,81429.73228653977,53150.77144876859,474.93739603104177,1599.7192723402763,55225.428117139905,528.5482263888891,169.5876472222219
2025-02-20,83048.77902222221,81148.54232940002,280.9001236111105,81429.44245301113,55441.39197183083,116.92922455108072,1446.0499075048583,57004.37110388677,831.9914388888881,2732.228131711078
2025-02-21,81442.7674170096,81691.59006104252,0.0,81691.59006104252,40647.2285205809,795.378050927283,0.0,41442.606571508186,1395.7533431755858,1146.930699142667
2025-02-22,83385.17994624484,82642.59054441015,0.0,82642.59054441015,41878.69643270371,31.55442661021243,0.0,41910.25085931393,412.6316430555561,1155.2210448902629
2025-02-23,81217.44879720507,79254.57085787362,496.3390736111103,79750.90993148473,53741.66620384191,-486.87881324115716,2020.4569537277744,55275.24434432852,409.04853607681963,2371.9264754082624
2025-02-24,77547.40270301784,78790.82320024006,241.28977916666645,79032.11297940672,51200.31692911861,1209.162837431945,1259.3463904124987,53668.82615696306,1758.2081736111118,514.7876763888888
2025-02-25,79743.57426930728,75271.80768565295,231.53193194444182,75503.33961759739,51842.95174823431,-1508.344901523807,1033.4353855402628,51368.042232250766,272.04158337500184,4743.8081670293195
2025-02-26,74034.02090418382,76341.80347030556,481.7978694444429,76823.60133975,47689.85321774613,2442.4209089276223,2238.609776465271,52370.88390313902,2307.7825661217407,0.0
2025-02-27,74933.64541941014,75074.16222832647,359.70594027777634,75433.86816860425,47614.29276620577,651.128489957082,1867.815921204159,50133.23717736701,684.0830394718829,543.5662305555554
2025-02-28,75633.25361868998,76832.41607007888,0.0,76832.41607007888,36569.6585589597,1052.600260237429,0.0,37622.25881919713,1357.7895388888876,158.6270875000007
2025-03-01,86008.16823986625,79195.08794444444,0.0,79195.08794444444,42150.134569309506,-1383.9776926602526,0.0,40766.15687664926,668.4476046639185,7481.52790008573
2025-03-02,83566.25709900616,84286.4914016118,260.6219527777762,84547.11335438957,54910.68881673403,1270.3547441979626,1375.0233159430468,57556.06687687504,1097.288741494515,377.0544388888891
2025-03-03,84476.0442965535,81318.55540412295,479.27656249999916,81797.83196662295,55770.099371980075,-242.67864377482505,2356.6590446555547,57884.07977286081,1043.4997763888896,4200.988668819444
2025-03-04,76025.71255829629,77780.6279527987,802.9769486111095,78583.60490140981,49139.735246578995,1995.5599037451966,3119.1033639256875,54254.39851424988,1754.9153945024023,0.0
2025-03-05,79577.74088297326,76544.21558001576,279.4738634166662,76823.68944343243,50563.56237802511,-1040.4121723129672,1313.3300060505255,50836.480211762675,84.73843888888837,3118.2637418463682
2025-03-06,75376.56407131584,75558.15467369083,279.74209305555496,75837.89676674639,47709.51839585017,471.1532704312553,1271.002896122221,49451.67456240365,415.0879065416663,233.49730416666648
2025-03-07,81066.58787995542,76925.7453084983,0.0,76925.7453084983,38525.008391438874,-752.7980782884409,0.0,37772.210313150434,378.3508639166689,4519.1934353738
2025-03-08,75238.16830992799,75040.49383333315,0.0,75040.49383333315,34778.407181822666,961.9610776885777,0.0,35740.36825951124,1318.1214722049024,1515.7959487997273
2025-03-09,78707.98540694444,73114.63603105281,334.38904444444336,73449.02507549725,49143.08354109125,-869.0233578060656,1655.748888783327,49929.80907206851,1177.4138929526791,6770.763268844307
2025-03-10,75733.73324554972,76730.90703242009,457.63992499999927,77188.54695742008,48556.200074797816,1306.4837250533096,1849.0284048562469,51711.71220470737,1038.7948368703692,41.62105000000031
2025-03-11,67259.75154943415,73494.35967920165,332.9782861111099,73827.33796531276,42169.02760737692,7123.093041650661,1377.2355248194406,50669.35617384702,7449.679348545273,1215.0712187777767
2025-03-12,76810.44483845781,72006.88957233059,307.98218888888795,72314.87176121947,48008.32987970158,-974.6815921752136,1146.4479412055525,48180.09622873192,901.2858895576127,5704.841155684839
