date,soc_00,soc_06,soc_12,soc_18,soc_24,selected_policy
2025-02-01,6000.0,10800.0,6817.915744444445,10800.0,1200.0,0+6+18
2025-02-02,1200.0,10800.0,6450.0,10800.0,1200.0,0+6+18
2025-02-03,1200.0,10800.0,6754.91335493827,10800.0,1200.0,0+6+18
2025-02-04,1200.0,10800.0,6308.89018,10800.0,1200.0,0+6+18
2025-02-05,1200.0,10800.0,5870.271677499999,10800.0,1200.0,0+6+18
2025-02-06,1200.0,10800.0,6422.52226625,10800.0,1200.0,0+6+18
2025-02-07,1200.0,10800.0,6330.240327500001,10800.0,1200.0,0+6+18
2025-02-08,1200.0,9874.074074074075,6844.230171496914,10763.524351851853,1200.0,0+6+18
2025-02-09,1200.0,10800.0,7319.34097125,10799.435654320987,1200.0,0+6+18
2025-02-10,1200.0,10361.886629629631,6683.449025601851,10800.0,1200.0,0+6+18
2025-02-11,1200.0,10130.2492345679,6587.715420848764,10800.0,1200.0,0+6+18
2025-02-12,1200.0,10515.437700617285,7050.0,10800.0,1200.0,0+6+18
2025-02-13,1200.0,9874.074074074075,7018.599588750001,10800.0,1200.0,0+6+18
2025-02-14,1200.0,10800.0,7117.764934999999,10770.029129629631,1200.0,0+6+18
2025-02-15,1200.0,9874.074074074075,6507.6441491358055,10800.0,1200.0,0+6+18
2025-02-16,1200.0,10304.863862654322,7034.7838873456785,10800.0,1200.0,0+6+18
2025-02-17,1200.0,10117.470030864197,7050.0,10800.0,1200.0,0+6+18
2025-02-18,1200.0,9874.074074074075,6271.911123179014,10800.0,1200.0,0+6+18
2025-02-19,1200.0,9874.074074074075,7110.23928625,10800.0,1200.0,0+6+18
2025-02-20,1200.0,9874.074074074075,7023.980751249999,10769.673185185184,1200.0,0+6+18
2025-02-21,1200.0,10190.539567901234,7241.6105612500005,10791.750708117283,1200.0,0+6+18
2025-02-22,1200.0,9874.074074074075,7117.484339151235,10773.367759259258,1200.0,0+6+18
2025-02-23,1200.0,9874.074074074075,6540.802694984568,10767.36162962963,1200.0,0+6+18
2025-02-24,1200.0,9874.074074074075,5748.643451080241,10800.0,1200.0,0+6+18
2025-02-25,1200.0,9874.074074074075,7232.378370000003,10759.601370370374,1200.0,0+6+18
2025-02-26,1200.0,9874.074074074075,6577.937035000001,10762.21999228395,1200.0,0+6+18
2025-02-27,1200.0,9874.074074074075,6562.1123175,10757.234574074077,1200.0,0+6+18
2025-02-28,1200.0,9874.074074074075,6237.7689900000005,10800.0,1200.0,0+6+18
2025-03-01,1200.0,9878.441192901235,6450.0,10800.0,1200.0,0+6+18
2025-03-02,1200.0,9874.074074074075,6137.750226774697,10799.475719135802,1200.0,0+6+18
2025-03-03,1200.0,9874.074074074075,6762.017622145061,10761.47235185185,1200.0,0+6+18
2025-03-04,1200.0,9874.074074074075,6450.0,10799.77275,1200.0,0+6+18
2025-03-05,1200.0,9874.074074074075,6909.6875310185205,10753.366351851852,1200.0,0+6+18
2025-03-06,1200.0,9874.074074074075,6409.685080000001,10800.0,1200.0,0+6+18
2025-03-07,1200.0,9874.074074074075,6498.37315125,10800.0,1200.0,0+6+18
2025-03-08,1200.0,9874.074074074075,6404.328695,10799.254941358025,1200.0,0+6+18
2025-03-09,1200.0,9874.074074074075,6452.2207312499995,10800.0,1200.0,0+6+18
2025-03-10,1200.0,9874.074074074075,6292.895293749999,10800.0,1200.0,0+6+18
2025-03-11,1200.0,9874.074074074075,6862.194825586421,10747.682259259258,1200.0,0+6+18
2025-03-12,1200.0,9874.074074074075,6658.335125,10800.0,1200.0,0+6+18
2025-03-13,1200.0,9874.074074074075,7223.000305000001,10762.885500000002,1200.0,0+6+18
2025-03-14,1200.0,9874.074074074075,7212.099313749998,10755.453981481483,1200.0,0+6+18
2025-03-15,1200.0,9874.074074074075,7050.0,10757.987777777778,1200.0,0+6+18
2025-03-16,1200.0,9874.074074074075,6769.203062037035,10761.816833333332,1200.0,0+6+18
2025-03-17,1200.0,9874.074074074075,6481.066521250003,10800.0,1200.0,0+6+18
2025-03-18,1200.0,9874.074074074075,6997.250037500002,10800.0,1200.0,0+6+18
2025-03-19,1200.0,9874.074074074075,7022.410631249999,10764.802592592592,1200.0,0+6+18
2025-03-20,1200.0,9874.074074074075,6163.646402499999,10800.0,1200.0,0+6+18
2025-03-21,1200.0,9874.074074074075,6768.0055825,10800.0,1200.0,0+6+18
2025-03-22,1200.0,9874.074074074075,6569.38790625,10799.982737654322,1200.0,0+6+18
2025-03-23,1200.0,9874.074074074075,6300.468572500001,10796.613558641975,1200.0,0+6+18
2025-03-24,1200.0,9875.594972222221,6751.38112625,10776.511851851847,1200.0,0+6+18
2025-03-25,1200.0,9878.377785493827,6191.359056249999,10800.0,1200.0,0+6+18
2025-03-26,1200.0,9881.774663580247,6873.874913749999,10800.0,1200.0,0+6+18
2025-03-27,1200.0,9885.73248765432,6995.229875,10771.017487654322,1200.0,0+6+18
2025-03-28,1200.0,9895.36599691358,6337.5751225,10797.557055,1200.0,0+6+18
2025-03-29,1200.0,9902.519524691357,5630.181456249999,10771.47614351852,1200.0,0+6+18
2025-03-30,1200.0,9911.9221095679,6384.318729999999,10800.0,1200.0,0+6+18
2025-03-31,1200.0,9912.174095679013,7516.702504999999,10769.560918209876,1200.0,0+6+18
2025-04-01,1200.0,9924.758947530865,7050.0,10791.087647037037,1200.0,0+6+18
2025-04-02,1200.0,9918.08725308642,7197.109365000002,10775.537578703705,1200.0,0+6+18
2025-04-03,1200.0,9920.040092592593,6807.730458749998,10800.0,1200.0,0+6+18
2025-04-04,1200.0,9929.370774691359,5446.347466250001,10800.0,1200.0,0+6+18
2025-04-05,1200.0,9938.350577160494,6241.90932041667,10782.658388888889,1200.0,0+6+18
2025-04-06,1200.0,9942.92823148148,6134.889014999997,10776.814979938272,1200.0,0+6+18
2025-04-07,1200.0,9947.439072530864,8002.455907500002,10766.144123456792,1200.0,0+6+18
2025-04-08,1200.0,9940.33788425926,5998.597031250001,10766.465351851852,1200.0,0+6+18
2025-04-09,1200.0,9952.105898148147,6793.248335262346,10755.935478395062,1200.0,0+6+18
2025-04-10,1200.0,9953.231395061728,6824.85972618827,10795.73911125,1200.0,0+6+18
2025-04-11,1200.0,8801.233956126543,4948.30052375,10764.971842592591,1200.0,0+6+18
2025-04-12,1200.0,9972.22662962963,7069.3988150000005,10800.0,1200.0,0+6+18
2025-04-13,1200.0,9954.30550771605,6474.725356249999,10800.0,1200.0,0+6+18
2025-04-14,1200.0,9963.579163580247,5283.755702499999,10800.0,1200.0,0+6+18
2025-04-15,1200.0,9972.043084876543,7269.989226249998,10768.229541666668,1200.0,0+6+18
2025-04-16,1200.0,9978.776603395061,7510.747709938271,10763.74200925926,1200.0,0+6+18
2025-04-17,1200.0,9289.589555555556,6808.099474999999,10786.167864799385,1200.0,0+6+18
2025-04-18,1200.0,9973.758575617285,5356.97210722222,10792.462675,1200.0,0+6+18
2025-04-19,1200.0,9990.716027777778,5862.984215,10770.31981875,1200.0,0+6+18
2025-04-20,1200.0,9998.170027777778,6525.589903595672,10793.28159375,1200.0,0+6+18
2025-04-21,1200.0,10016.8395,6654.818834429011,10800.0,1200.0,0+6+18
2025-04-22,1200.0,9794.951722222222,6353.121739999999,10776.103202160493,1200.0,0+6+18
2025-04-23,1200.0,8696.647340077157,5739.272264999996,10764.189700617284,1200.0,0+6+18
2025-04-24,1200.0,9334.344123456789,5917.043357114197,10777.053232391976,1200.0,0+6+18
2025-04-25,1200.0,8269.730503688272,5690.509747314819,10796.666211419753,1200.0,0+6+18
2025-04-26,1200.0,8632.69778203704,6488.855462160497,10800.0,1200.0,0+6+18
2025-04-27,1200.0,9216.820879120369,4940.865542746909,10782.368229938269,1200.0,0+6+18
2025-04-28,1200.0,10015.353819444445,6590.090737391976,10791.301185185186,1200.0,0+6+18
2025-04-29,1200.0,9374.742641975308,6528.983720555557,10760.623154320987,1200.0,0+6+18
2025-04-30,1200.0,8637.077405339509,7115.981498132718,10800.0,1200.0,0+6+18
2025-05-01,1200.0,9381.03813580247,5310.521069999997,10799.45212037037,1200.0,0+6+18
2025-05-02,1200.0,10024.711742283951,6876.3362926851805,10789.35555,1200.0,0+6+18
2025-05-03,1200.0,10030.94013580247,7466.47969,10800.0,1200.0,0+6+18
2025-05-04,1200.0,10066.237625,8951.271600046297,10785.286210895063,1200.0,0+6+18
2025-05-05,1200.0,10036.157930555555,7199.446335108025,10800.0,1200.0,0+6+18
2025-05-06,1200.0,8866.004021280867,6027.407123101846,10790.071658750001,1200.0,0+6+18
2025-05-07,1200.0,9384.87087654321,5852.673751250004,10764.225814814816,1200.0,0+6+18
2025-05-08,1200.0,10057.420270061728,6568.2959349999965,10763.489683641976,1200.0,0+6+18
2025-05-09,1200.0,10055.64988117284,5119.591206249999,10763.558064814815,1200.0,0+6+18
2025-05-10,1200.0,10074.941163580246,7020.51981625,10726.606441358024,1200.0,0+6+18
2025-05-11,1200.0,10091.685796296297,7319.102621250002,10747.31228895062,1200.0,0+6+18
2025-05-12,1200.0,9442.338493827161,8034.941924922841,10706.604692901234,1200.0,0+6+18
2025-05-13,1200.0,10094.519919753086,6701.363718749999,10695.029657407405,1200.0,0+6+18
2025-05-14,1200.0,10043.141208333333,6589.689399583334,10797.40368375,1200.0,0+6+18
2025-05-15,1200.0,9940.908011959875,7487.998592500002,10800.0,1200.0,0+6+18
2025-05-16,1200.0,9500.224296296297,7428.5718163888905,10800.0,1200.0,0+6+18
2025-05-17,1200.0,10094.553205246913,7196.97830375,10800.0,1200.0,0+6+18
2025-05-18,1200.0,10091.154688271605,7427.5634500000015,10762.336057098764,1200.0,0+6+18
2025-05-19,1200.0,10087.154929012346,6448.4879138580245,10789.833032777778,1200.0,0+6+18
2025-05-20,1200.0,10086.096450617284,7552.004183749998,10780.013241435187,1200.0,0+6+18
2025-05-21,1200.0,9503.202839506173,5748.073932206789,10757.268719135804,1200.0,0+6+18
2025-05-22,1200.0,10096.93925925926,6212.49581691358,10798.005626543207,1200.0,0+6+18
2025-05-23,1200.0,10098.131964506172,7525.905315,10800.0,1200.0,0+6+18
2025-05-24,1200.0,9522.006098765432,6613.162353750003,10800.0,1200.0,0+6+18
2025-05-25,1200.0,10101.98773302469,7184.229437500002,10789.648288580245,1200.0,0+6+18
2025-05-26,1200.0,9685.867095370373,4745.903382499996,10799.84176388889,1200.0,0+6+18
2025-05-27,1200.0,8609.689230108022,7176.749981250003,10775.337577160493,1200.0,0+6+18
2025-05-28,1200.0,10080.014472222223,5436.281837499999,10745.935553256171,1200.0,0+6+18
2025-05-29,1200.0,10126.008254629629,6696.41594375,10800.0,1200.0,0+6+18
2025-05-30,1200.0,10122.117930555556,6257.559863750001,10743.240555802471,1200.0,0+6+18
2025-05-31,1200.0,10105.951580246914,7472.846960000001,10800.0,1200.0,0+6+18
2025-06-01,1200.0,10132.599458333334,6450.0,10800.0,1200.0,0+6+18
2025-06-02,1200.0,10082.685175925926,7362.163549166665,10800.0,1200.0,0+6+18
2025-06-03,1200.0,10061.522274691359,6285.573882777779,10770.64537962963,1200.0,0+6+18
2025-06-04,1200.0,10099.453337962963,6647.313051064814,10800.0,1200.0,0+6+18
2025-06-05,1200.0,10074.30536265432,6637.8533889043265,10770.344625000002,1200.0,0+6+18
2025-06-06,1200.0,10054.173682098764,7050.0,10800.0,1200.0,0+6+18
2025-06-07,1200.0,10306.41392283951,7050.0,10798.09777625,1200.0,0+6+18
2025-06-08,1200.0,10075.168692901234,7722.732732500001,10795.905202160493,1200.0,0+6+18
2025-06-09,1200.0,10075.769092592593,7020.573286250001,10800.0,1200.0,0+6+18
2025-06-10,1200.0,10101.40326851852,6713.694229058641,10794.030672839506,1200.0,0+6+18
2025-06-11,1200.0,10060.815,5464.319964999999,10800.0,1200.0,0+6+18
2025-06-12,1200.0,10073.8843595679,7343.0861350000005,10800.0,1200.0,0+6+18
2025-06-13,1200.0,10091.264191358025,6460.366707376544,10800.0,1200.0,0+6+18
