date,initial_plan_kwh,executed_adjusted_kwh,emergency_kwh,actual_grid_energy_kwh,plan_cost,adjustment_cost,emergency_cost,total_cost,up_adjust_kwh,down_adjust_kwh
2025-02-01,93104.2749625,89768.07760036248,0.0,89768.07760036248,49620.332486641244,-831.6845596855457,0.0,48788.647926955695,384.78666797222013,3720.984030109738
2025-02-02,92734.71211249998,90342.2385569146,20.22656805555573,90362.46512497016,64686.98715586832,-998.7182682624652,127.88579103750098,63816.15467864336,7.174727777777662,2399.6482833631667
2025-02-03,95180.92370517831,90611.93329781944,147.55984444444445,90759.49314226389,67829.03051044195,-2040.920473255046,792.6510444409723,66580.76108162789,0.0,4568.990407358886
2025-02-04,97589.57440416666,93488.15679308983,74.05790972222232,93562.21470281205,70168.53529415444,-1817.283695488526,253.50023404375054,68604.75183270966,0.0,4101.4176110768185
2025-02-05,92824.04727685184,92123.56485773317,23.664818000000196,92147.22967573318,65751.70674779874,-228.85729303545014,127.5069847439182,65650.35643950722,101.98953611111128,802.471955229773
2025-02-06,97951.307175,91626.65063469444,20.314812499999903,91646.96544719444,70146.39773107819,-2928.5132633089142,112.82255779999973,67330.70702556928,0.0,6324.656540305552
2025-02-07,94800.40585068587,90346.03097791494,0.0,90346.03097791494,49235.555753346875,-1222.9127139961208,0.0,48012.643039350754,102.03356527777888,4556.408438048697
2025-02-08,85885.6994611454,87041.61757158983,0.0,87041.61757158983,44049.41087968625,1104.7478154369674,0.0,45154.15869512322,1165.0307812777785,9.112670833333368
2025-02-09,93088.18229751372,92091.52770477073,11.187437499999874,92102.71514227074,65579.21525715792,-426.6548566975873,61.9392477187493,65214.49964817908,16.50698587500119,1013.161578617972
2025-02-10,88406.57659662208,84367.07563180367,155.49403749999988,84522.56966930367,59934.06018123284,-166.95474830632884,615.790842286805,60382.896275213316,1781.0387268175618,5820.539691635973
2025-02-11,89621.89940258916,85046.33635560698,20.192870833333338,85066.52922644031,61592.70638455129,-1971.6547261705282,96.25743756458364,59717.30909594535,0.0,4575.563046982164
2025-02-12,89698.68905694442,85334.72927916667,29.69419305555573,85364.42347222223,61170.27585580082,-1781.4286222149278,163.36155608263977,59552.208789668526,0.0,4363.959777777772
2025-02-13,84268.86124588476,81501.3623462277,62.37440694444448,81563.73675317215,55873.084344814095,-772.7323366528796,317.88015563750025,55418.23216379872,347.0406796467696,3114.539579303836
2025-02-14,86746.83117106944,85655.62901570027,0.0,85655.62901570027,44201.791974528256,58.38329932998775,0.0,44260.17527385824,641.1156373113896,1732.3177926805547
2025-02-15,88347.73443467078,83261.88824758914,0.0,83261.88824758914,45206.95555263282,-1364.095798372571,0.0,43842.85975426025,34.484624166668596,5120.330811248287
2025-02-16,89731.81314027778,83888.47956310013,276.47288749999956,84164.95245060013,61427.954811339994,-2445.9777066256815,1211.1357669833315,60193.112871697645,0.0,5843.33357717764
2025-02-17,88774.1945200103,81224.39176836744,152.17523055555466,81376.566998923,59880.25922390331,-2883.047848039341,700.3191183687453,57697.53049423271,89.20508406944703,7639.0078357122775
2025-02-18,80030.88058347531,81384.18419978087,339.85783611111003,81724.04203589198,52561.00562936248,1370.7869086967685,1674.362614815272,55606.15515287452,1353.3036163055563,0.0
2025-02-19,80978.69081486625,81125.2853175583,360.3845944444456,81485.66991200275,53168.530119987176,280.3923590323328,1535.8595466826443,54984.78202570215,344.97205408092657,198.37755138888872
2025-02-20,83262.49335416665,81127.38411371742,270.19095277777774,81397.57506649519,55188.763967516934,12.6522026565695,1410.2908745840275,56611.70704475753,823.3889597222269,2958.4982001714707
2025-02-21,81070.27206995884,81383.74010162894,0.0,81383.74010162894,40463.94756800486,798.4436019378654,0.0,41262.391169942726,1380.574928377918,1067.1068967078263
2025-02-22,83111.64520034293,82387.40941309635,0.0,82387.40941309635,41661.92564450391,37.769491340830825,0.0,41699.69513584474,415.2807894166681,1139.5165766632392
2025-02-23,81343.34992777777,79380.57722391991,502.36622361111165,79882.94344753103,53558.402757595,-515.4484656785747,2052.5160199166694,55095.4703118331,371.0897555727025,2333.8624594305525
2025-02-24,77570.26096412895,78655.58923407065,236.2635916666668,78891.85282573731,51180.988863362916,1067.9383348532472,1257.8810798250004,53506.808278041164,1542.806927074756,457.47865713305544
2025-02-25,80245.81892321672,75449.94999271363,229.97378055555532,75679.92377326918,51806.2127010071,-1577.3384169961391,1068.941894735414,51297.816178746376,300.5566140694432,5096.425544572528
2025-02-26,73852.67753335048,76196.14658888889,456.9982792083331,76653.14486809722,47476.343296015424,2486.159983462896,2127.63234396423,52090.13562344255,2343.469055538406,0.0
2025-02-27,75176.18386671811,75133.07891949588,340.8862458333323,75473.96516532921,47485.71809115049,518.4137123926348,1776.1784750541613,49780.31027859729,586.219343055557,629.3242902777764
2025-02-28,75416.22962295954,76585.71196323732,0.0,76585.71196323732,36390.40774799571,1028.3530162334712,0.0,37418.760764229184,1356.138237499999,186.6558972222225
2025-03-01,86035.08329681068,79210.83395829903,0.0,79210.83395829903,42093.54702461877,-1396.4117398714588,0.0,40697.13528474731,645.3106324074033,7469.559970919065
2025-03-02,83347.79902992179,84088.040405607,264.1392069444431,84352.17961255144,54627.684004994655,1301.5495395790526,1398.6634348888806,57327.89697946259,1117.2958145740756,377.0544388888883
2025-03-03,84574.5758020576,81370.50413601594,438.5385277777817,81809.04266379372,55619.098289874266,-232.69412892129105,2153.5523973340532,57539.95655828703,1068.0439805555507,4272.11564659722
2025-03-04,75944.99960684155,77856.76255442182,732.7737402777786,78589.5362946996,48972.434751619774,2143.2747756231634,2843.2121418187544,53958.92166906169,1911.7629475802514,0.0
2025-03-05,79776.81551944443,76476.84641177159,271.0439884166673,76747.89040018826,50683.67591305985,-1128.1958946622067,1284.2359523321556,50839.715970729805,92.09217777777974,3392.0612854506244
