date,initial_plan_kwh,executed_grid_kwh,emergency_kwh,total_grid_kwh,plan_cost,adjustment_cost,emergency_cost,total_cost,charge_kwh,discharge_kwh,battery_throughput_kwh,up_adjust_kwh,down_adjust_kwh,emergency_day,price_mean,price_min,price_max,price_range,price_std
2025-02-01,60780.21699207169,57389.86057548314,5.684341886080802e-14,57389.86057548314,27878.987300543304,-917.4455364961943,1.197690835397225e-13,26961.54176404711,15400.336456339894,12474.272529635313,27874.608985975206,32.286097323710806,3422.6425139122603,0,0.6514930555555556,0.2537,1.1766,0.9229,0.2810582758009789
2025-02-02,90311.84302439341,88071.7462948648,79.18854030009841,88150.9348351649,62611.42121712853,-938.5877437699414,290.40976530290675,61963.243238661504,22367.153438654816,18117.394285310394,40484.54772396521,0.0,2240.0967295286055,1,0.8363881944444445,0.3697,1.3998,1.0301,0.3243527271301106
2025-02-03,94068.13055659481,89719.29550354677,74.45223543986329,89793.74773898664,66904.72097701134,-1915.8098576846965,257.1864959570207,65246.09761528367,22661.296355506067,18355.650047959913,41016.946403465976,0.0,4348.835053048055,1,0.8447902777777778,0.3709,1.3447,0.9738,0.32646097974239935
2025-02-04,96599.00923357799,93118.7794980866,117.57536962977474,93236.35486771638,69396.93723297489,-1551.7649543140378,312.0413859555127,68157.21366461636,22612.257167114338,18315.928305362613,40928.18547247695,0.0,3480.229735491381,1,0.8491895833333333,0.381,1.3987,1.0177,0.32725104250719905
2025-02-05,92010.63077278461,91935.5099287843,64.95081414757792,92000.46074293189,65299.36704213795,147.07205239667698,198.80504084718677,65645.24413538181,23223.97819750525,18811.42233997925,42035.4005374845,182.25645411305732,257.3772981133743,1,0.8482541666666665,0.3423,1.3848,1.0425,0.32367292687796734
2025-02-06,98358.36843379255,92188.37728244162,20.522705647601242,92208.89998808922,70840.31776197092,-2851.5074542190823,46.076898032598706,68034.88720578443,22173.56407910504,17960.586904075077,40134.150983180116,0.0,6169.9911513509305,1,0.8439645833333334,0.3228,1.447,1.1242,0.32682011881936546
2025-02-07,61859.27697539114,58625.634403290125,0.0,58625.634403290125,28103.079852349256,-791.8386679585001,0.0,27311.241184390754,16645.225477568558,13482.632636830533,30127.85811439909,0.0,3233.6425721010187,0,0.6440388888888888,0.2631,1.2102,0.9470999999999999,0.28208778261166406
2025-02-08,49624.810506707865,50867.33305831938,5.684341886080802e-14,50867.33305831938,21374.330020728616,891.1891713774767,1.0192025001742877e-13,22265.51919210609,16821.358110229234,13625.300069285677,30446.65817951491,1242.5225516115102,0.0,0,0.642351388888889,0.2752,1.1675,0.8923,0.27854506417427105
2025-02-09,86206.73640342806,86089.91173382333,330.70167835528,86420.61341217862,59793.79082146203,389.1618189859446,1505.0058183072024,61687.95845875518,21845.773832645646,17695.07680444298,39540.850637088624,436.5144322472312,553.3391018519562,1,0.8413840277777778,0.3001,1.3378,1.0377,0.32357225357955954
2025-02-10,84460.09853711815,81041.47861824837,298.58593933259533,81340.06455758096,56880.37309104996,314.0283826388454,915.2990206812376,58109.700494370045,22686.104207005916,18375.744407674785,41061.8486146807,2114.5059604753674,5533.12587934516,1,0.8180638888888889,0.3637,1.352,0.9883000000000001,0.31673265948568763
2025-02-11,86040.05083653331,82271.71223295019,67.82943969172835,82339.54167264192,58833.53425929637,-1626.621213417018,307.78859065049335,57514.70163652985,22625.80580643248,18326.90270321031,40952.70850964279,23.509004166666728,3791.8476077497817,1,0.8284923611111111,0.36,1.343,0.983,0.320101564194836
2025-02-12,87615.61309344944,83644.43109162035,63.07378954031594,83707.50488116067,59687.715336407484,-1604.330997231088,217.54846816517113,58300.93280734157,22485.20743907025,18213.018025646903,40698.22546471715,0.0,3971.1820018290728,1,0.8264243055555556,0.3727,1.3314,0.9586999999999999,0.32198958968819674
2025-02-13,82829.36033327479,80790.03654993954,94.4781417420628,80884.5146916816,55120.900011470236,-709.3271729523958,221.2219586715916,54632.79479718943,20784.608795704153,16835.533124520363,37620.141920224516,81.96510740915204,2121.2888907444008,1,0.8147909722222221,0.3026,1.3496,1.047,0.32148191972514706
2025-02-14,52992.36358827949,52124.11542404731,0.0,52124.11542404731,23335.327166127958,306.12899090314374,0.0,23641.4561570311,14798.561665369594,11986.834948949368,26785.39661431896,668.5383749273684,1536.7865391595406,0,0.6311,0.2247,1.1609,0.9362,0.26916097001195727
2025-02-15,50449.89510412287,46634.68742041996,0.0,46634.68742041996,22104.38129822581,-762.5140981011946,0.0,21341.867200124616,17130.01548959947,13875.312546575567,31005.328036175037,0.0,3815.2076837029044,0,0.6378472222222222,0.2846,1.1564,0.8718000000000001,0.2677589118094766
