date,planned_grid_total,emergency_total,total_grid_purchase,planned_cost,emergency_cost,total_cost
2025-02-01,96282.96218333332,0.0,96282.96218333332,51713.57475199666,0.0,51713.57475199666
2025-02-02,95876.48266666665,13.37651666666659,95889.85918333332,67825.66800110666,84.99336070833284,67910.661361815
2025-02-03,95426.41888703703,15.482799999999997,95441.90168703703,68493.88471086555,38.90847079999999,68532.79318166555
2025-02-04,95667.44850123455,70.90808333333337,95738.35658456788,68640.5916913295,237.68117220833352,68878.27286353783
2025-02-05,95755.09796666665,10.173350000000028,95765.27131666665,68564.14990257833,47.59857970000053,68611.74848227833
2025-02-06,95183.65583333332,8.426733333333118,95192.08256666665,67920.28712711998,48.013392899999076,67968.30052001998
2025-02-07,95422.70786460905,0.0,95422.70786460905,49760.45650226769,0.0,49760.45650226769
2025-02-08,94403.38209999999,0.0,94403.38209999999,49603.031317751665,0.0,49603.031317751665
2025-02-09,93795.48491666665,79.36373333333341,93874.84864999999,66452.97624950665,312.9689581833335,66765.94520768999
2025-02-10,93500.11319999999,21.256833333333134,93521.37003333333,64421.39552430999,106.10176074999872,64527.49728505999
2025-02-11,93643.14962304526,3.1183333333333394,93646.2679563786,65051.4903064002,14.484658333333362,65065.974964733534
2025-02-12,93586.3046,21.07261666666693,93607.37721666667,64786.01202324666,116.20753165000144,64902.21955489666
2025-02-13,92861.53436769545,33.33236666666687,92894.86673436212,63333.56382852415,160.3651086000015,63493.928937124154
2025-02-14,92473.38267283949,0.0,92473.38267283949,47888.62432770888,0.0,47888.62432770888
2025-02-15,92190.81013744854,0.0,92190.81013744854,48291.477404281555,0.0,48291.477404281555
2025-02-16,91290.78396666666,69.754183333333,91360.53815,63152.33668629499,367.19021113333093,63519.526897428324
2025-02-17,90338.21985555554,102.66214999999954,90440.88200555554,61928.5596962482,534.85289738333,62463.41259363153
2025-02-18,90297.26515061728,24.9218833333332,90322.18703395061,61233.10798876005,158.6747203166658,61391.78270907672
2025-02-19,90798.86266728395,185.4563500000006,90984.31901728395,61167.15687190424,762.4610025000036,61929.61787440424
2025-02-20,89562.53848333334,122.34243333333336,89684.88091666668,61151.282842166656,613.3921761166667,61764.67501828332
2025-02-21,88866.06393230452,0.0,88866.06393230452,44815.51637800304,0.0,44815.51637800304
2025-02-22,88781.58759650205,0.0,88781.58759650205,45412.94380331041,0.0,45412.94380331041
2025-02-23,87314.26376584361,126.96901666666713,87441.23278251028,58853.15745497242,461.31465381666794,59314.47210878909
2025-02-24,86350.99341090533,169.16456666666693,86520.157977572,57839.97219033433,887.6926236666675,58727.664814001
2025-02-25,86251.42717983539,154.8263666666668,86406.25354650205,56917.67934602547,661.6939380500002,57579.37328407547
2025-02-26,86323.98047345677,88.1586166666666,86412.13909012344,57823.83898062239,375.444938291666,58199.28391891406
2025-02-27,85524.68356666666,78.37363333333337,85603.0572,55775.08375686666,472.4981667500005,56247.581923616664
2025-02-28,85050.59224794239,0.0,85050.59224794239,42168.30017362471,0.0,42168.30017362471
2025-03-01,84323.08857469136,0.0,84323.08857469136,41488.41098392535,0.0,41488.41098392535
2025-03-02,83786.46491090534,1616.660333333333,85403.12524423868,55195.72473341347,7477.884458674998,62673.60919208847
2025-03-03,82623.08163539095,524.4894499999994,83147.57108539094,54431.462029273986,2492.9810713833294,56924.443100657314
2025-03-04,82825.23881728394,199.28905000000043,83024.52786728395,54487.39010646759,700.6591449916689,55188.049251459255
2025-03-05,82876.57426666666,139.34833333333376,83015.92259999999,53530.065023389994,727.7967449083352,54257.86176829833
2025-03-06,82135.21938086419,191.16598333333377,82326.38536419753,53054.84777686394,809.6721198416687,53864.51989670561
